Taxonomy,Category,Sub-category,Flow,UUID,Location Code,Location Name,Process Type,Description,Qty,Unit,GWP,AP,EP,ODP,POCP,CO2,CH4,N2O,Electricity_GWP,Electricity_AP,Electricity_EP,Electricity_ODP,Electricity_POCP,Electricity_CO2,Electricity_CH4,Electricity_N2O,Electricity_Qty,Electricity_Unit,Nonrenewable Fuel Combustion (Direct)_GWP,Nonrenewable Fuel Combustion (Direct)_AP,Nonrenewable Fuel Combustion (Direct)_EP,Nonrenewable Fuel Combustion (Direct)_ODP,Nonrenewable Fuel Combustion (Direct)_POCP,Nonrenewable Fuel Combustion (Direct)_CO2,Nonrenewable Fuel Combustion (Direct)_CH4,Nonrenewable Fuel Combustion (Direct)_N2O,Nonrenewable Fuel Combustion (Direct)_Qty,Nonrenewable Fuel Combustion (Direct)_Unit,Renewable Fuel Combustion (Direct)_GWP (AR5) [kg CO2 eq],Renewable Fuel Combustion (Direct)_AP,Renewable Fuel Combustion (Direct)_EP,Renewable Fuel Combustion (Direct)_ODP,Renewable Fuel Combustion (Direct)_POCP,Renewable Fuel Combustion (Direct)_CO2,Renewable Fuel Combustion (Direct)_CH4,Renewable Fuel Combustion (Direct)_N2O,Renewable Fuel Combustion (Direct)_Qty,Renewable Fuel Combustion (Direct)_Unit,Compound/Substance Name,URL creation,PUG-REST,(text split 1),(text split 2),InChIKey,Kingdom,Superclass,Class,Subclass,Parent level 1,Parent level 2,Parent level 3,Stored Biogenic Carbon?,Biomaterial Type/Species/Category,%C (dry mass basis),Density Needed?,Density [kg/unit] (dry basis),Biogenic Carbon Content [kg C/unit],Biogenic CO2 Content [kg CO2/unit],GWP - Biogenic CO2 stored [kgCO2eq],Growth Model Type,Rotation period [yrs],Mineral Carbonation Potential?,Accelerated Carbonation Uptake [kgCO2],GWP-total - Accelerated Carbonation Uptake [kgCO2eq]
Asphalt Mixture_Parameterized/Other Processes,Asphalt Mixture_Parameterized,Other Processes,Recycled Fuel Oil ,9d8647f1-1cf0-41e9-9954-ab99bf710150,RNA,North America,LCI_RESULT,"Data developed from:
Geyer, Roland & Kuczenski, Brandon & Henderson, Ashley & Zink, Trevor. (2013). Life Cycle Assessment of Used Oil Management in California Pursuant to Senate Bill 546 (Lowenthal). 
Data Source: 
Tables: 10,11, 26, 32, 33, 34, 41, 42.  
Lower Heating Value used: 41.4 MJ/kg
Desnity = 894 g/L, 7.4607876 lb/gal, 894 kg/m3
",1,m3,2769.209,9.54,0.125272476,0,77.33482064,2760,0.115,0.0226,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3259: Other Chemical Product and Preparation Manufacturing,31-33: Manufacturing,3259: Other Chemical Product and Preparation Manufacturing,"Recycled postconsumer high-density polyethylene, HDPE, pellet",b15aa6b2-a8be-3afc-a149-0a1a13facb12,US,United States,UNIT_PROCESS,"This attributional unit process LCI represents additional separation and processing of postconsumer resin by a reclaimer to convert the received material into clean resin ready for use in manufacturing. Starts with collection of postconsumer plastics and ends with pelletizing of clean postconsumer HDPE resin. Includes removal of foreign material and washing. Does not include outbound transportation of finished pellets. 

The LCI study was conducted by Franklin Associates, Ltd. and sponsored jointly by NAPCOR, the American Chemistry Council (ACC), the Association of Postconsumer Plastic Recyclers (APR), and the PET Resin Association (PETRA). Using life cycle inventory (LCI) methodology, the study determines and quantifies the energy requirements, solid wastes, and atmospheric and waterborne emissions for the processes required to collect postconsumer PET and HDPE packaging, sort and separate the material, and reprocess it into clean recycled resin.

Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1,kg,0.541963028,0.001564486,0.000198762,4.81E-09,0.045322472,0.52224535,0.000607094,9.90E-06,0.283460077,0.000612832,3.25E-05,4.22E-09,0.013034888,0.268246854,0.000508059,3.39E-06,1.764,MJ,0.021960796,2.89E-05,3.04E-06,7.73E-12,0.000930151,0.02030197,5.52E-05,4.31E-07,0.336549454,MJ,0,0,0,0,0,0,0,0,0,MJ,polyethylene,#N/A,#N/A,,,VGGSQFUCUMXWEO-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3259: Other Chemical Product and Preparation Manufacturing,31-33: Manufacturing,3259: Other Chemical Product and Preparation Manufacturing,"Recycled postconsumer polyethylene teraphthalate, PET, flake",f7b7280d-f372-3a4b-86cf-caa588ca67ea,US,United States,UNIT_PROCESS,"This attributional unit process LCI represents additional separation and processing of postconsumer resin by a reclaimer to convert the received material into clean resin ready for use in manufacturing. Starts with collection of postconsumer plastics and ends with clean postconsumer PET flake. Includes removal of foreign material and washing. Does not include pelletizing, solid stating resin into a bottle-ready state or outbound transportation of flake.

The LCI study was conducted by Franklin Associates, Ltd. and sponsored jointly by NAPCOR, the American Chemistry Council (ACC), the Association of Postconsumer Plastic Recyclers (APR), and the PET Resin Association (PETRA). Using life cycle inventory (LCI) methodology, the study determines and quantifies the energy requirements, solid wastes, and atmospheric and waterborne emissions for the processes required to collect postconsumer PET and HDPE packaging, sort and separate the material, and reprocess it into clean recycled resin.

Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1,kg,0.721647117,0.001853458,0.001569865,4.79E-09,0.054861029,0.687106516,0.001111026,1.26E-05,0.266105378,0.000575311,3.05E-05,3.97E-09,0.012236833,0.251823577,0.000476953,3.18E-06,1.656,MJ,0.185461029,0.000249479,1.56E-05,2.00E-11,0.007940322,0.169779773,0.000532433,2.92E-06,2.938940685,MJ,0,0,0,0,0,0,0,0,0,MJ,Polyethylene terephthalate,#N/A,#N/A,,,FYIBGDKNYYMMAG-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Phthalic acid and derivatives,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3259: Other Chemical Product and Preparation Manufacturing,31-33: Manufacturing,3259: Other Chemical Product and Preparation Manufacturing,"Recycled postconsumer polyethylene teraphthalate, PET, pellet",22ebc7fb-f03f-37dc-be57-b73d2c577414,US,United States,UNIT_PROCESS,"Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,0.999900785,0.002455034,0.001601729,8.94E-09,0.0676565,0.950426387,0.001609753,1.59E-05,0.278253667,0.000601576,3.19E-05,4.15E-09,0.012795471,0.263319871,0.000498727,3.33E-06,1.7316,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,Polyethylene terephthalate,#N/A,#N/A,,,FYIBGDKNYYMMAG-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Phthalic acid and derivatives,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1153: Support Activities for Forestry","11: Agriculture, Forestry, Fishing and Hunting",1153: Support Activities for Forestry,Reforesting; average national softwood forest; INW,70722242-75d0-3cf0-b4eb-94eb5b890315,US,United States,UNIT_PROCESS,This unit process represents the use of greenhouse seedling process and fuels for planting on1 ha of national forest land. The process technologies are an aggregation of those applied in US Inland North West (INW).,1,m2,0.003610385,1.87E-05,3.13E-06,3.65E-11,0.000621056,0.003496981,3.28E-06,7.94E-08,0,0,0,0,0,0,0,0,0,N/A,0.00162356,1.51E-05,1.69E-06,3.47E-12,0.000535019,0.001592902,7.21E-07,3.94E-08,0.021892111,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1153: Support Activities for Forestry","11: Agriculture, Forestry, Fishing and Hunting",1153: Support Activities for Forestry,Reforesting; average state or private dry softwood forest; INW,a7281039-da80-3aa0-ba89-989b90c94bd1,US,United States,UNIT_PROCESS,This unit process represents the use of greenhouse seedling process and fuels for planting on1 ha of state or private dry softwood forest. The process technologies are an aggregation of those applied in US Inland North West (INW).,1,m2,0.002758364,1.72E-05,2.51E-06,2.23E-11,0.00058416,0.002680444,2.18E-06,6.23E-08,0,0,0,0,0,0,0,0,0,N/A,0.00162356,1.51E-05,1.69E-06,3.47E-12,0.000535019,0.001592902,7.21E-07,3.94E-08,0.021892111,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1153: Support Activities for Forestry","11: Agriculture, Forestry, Fishing and Hunting",1153: Support Activities for Forestry,Reforesting; average state or private moist cold softwood forest; INW,5d84882f-69a3-36e5-8844-e15aad8fc816,US,United States,UNIT_PROCESS,This unit process represents the use of greenhouse seedling process and fuels for planting on1 ha of state or private moist cold softwood forest. The process technologies are an aggregation of those applied in US Inland North West (INW).,1,m2,0.002885602,1.50E-05,2.50E-06,2.92E-11,0.000496268,0.002794954,2.62E-06,6.35E-08,0,0,0,0,0,0,0,0,0,N/A,0.001297243,1.20E-05,1.35E-06,2.77E-12,0.000427487,0.001272747,5.76E-07,3.15E-08,0.017492049,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1153: Support Activities for Forestry","11: Agriculture, Forestry, Fishing and Hunting",1153: Support Activities for Forestry,Reforesting; high intensity site; SE,e98d5dcb-3eeb-377e-8c36-b2e8ebd5a52f,US,United States,UNIT_PROCESS,This unit process represents the site preparation and reforesting of 1 meter square of forest planted. The process technologies are an aggregation of those applied in US South East (SE) in 2001.,1,m2,0.178026413,0.000988293,0.002129817,2.15E-10,0.024767918,0.114933625,0.000146465,0.000222601,0,0,0,0,0,0,0,0,0,N/A,0.046401622,0.000528597,5.30E-05,9.26E-11,0.018549732,0.045946864,6.71E-06,1.00E-06,0.529939599,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1153: Support Activities for Forestry","11: Agriculture, Forestry, Fishing and Hunting",1153: Support Activities for Forestry,Reforesting; low intensity site; SE,50445d00-c6f1-3cb3-bfa7-2852e1ce9909,US,United States,UNIT_PROCESS,This unit process represents the site preparation and reforesting of 1 meter square of forest planted. The process technologies are an aggregation of those applied in US South East (SE) in 2001.,1,m2,0.013346666,0.000126796,1.51E-05,4.28E-11,0.004423244,0.013103784,5.72E-06,3.09E-07,0,0,0,0,0,0,0,0,0,N/A,0.008565205,9.44E-05,9.63E-06,1.73E-11,0.003318942,0.008467666,1.69E-06,1.89E-07,0.100909227,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1153: Support Activities for Forestry","11: Agriculture, Forestry, Fishing and Hunting",1153: Support Activities for Forestry,Reforesting; medium intensity site; SE,2acbc2fb-b321-3b37-913f-02834d52b4d6,US,United States,UNIT_PROCESS,This unit process represents the site preparation and reforesting of 1 meter square of forest planted. The process technologies are an aggregation of those applied in US South East (SE) in 2001.,1,m2,0.078248715,0.000486552,0.00075648,1.14E-10,0.013537325,0.054654417,5.82E-05,8.29E-05,0,0,0,0,0,0,0,0,0,N/A,0.026507342,0.000300305,3.02E-05,5.30E-11,0.010541427,0.026240409,4.07E-06,5.76E-07,0.304356662,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1153: Support Activities for Forestry","11: Agriculture, Forestry, Fishing and Hunting",1153: Support Activities for Forestry,Reforesting; softwood; at forest; PNW,dd348bed-bf5a-30f4-97ba-39a5062b25a9,US,United States,UNIT_PROCESS,"This unit process represents the site preparation and reforesting of 1 ha of forest planted. Treatments could include herbicide use, fertilizers, and fuel for planting and herbicide application. The process technologies are an aggregation of those applied in US Pacific North West (PNW) in 2010.",1,m2,0.023325105,0.000125731,1.31E-05,5.94E-11,0.004068202,0.016880472,1.70E-05,2.25E-05,0,0,0,0,0,0,0,0,0,N/A,0.007111971,8.16E-05,8.15E-06,1.42E-11,0.002862875,0.007044826,9.45E-07,1.53E-07,0.080643248,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"22: Utilities/2213: Water, Sewage and Other Systems",22: Utilities,"2213: Water, Sewage and Other Systems","Residual fuel oil, combusted in industrial boiler",9d9b6815-9349-30af-869b-57362428c42e,RNA,North America,UNIT_PROCESS,"
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,m3,3967.994918,11.25113515,1.963558516,7.28E-06,216.6217478,3949.726552,0.468170919,0.019281028,0,0,0,0,0,0,0,0,0,N/A,3967.994918,11.25113515,1.963558516,7.28E-06,216.6217478,3949.726552,0.468170919,0.019281028,41756.32,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"31-33: Manufacturing/3221: Pulp, Paper, and Paperboard Mills",31-33: Manufacturing,"3221: Pulp, Paper, and Paperboard Mills","RFO, combusted in industrial boiler, at pulp and paper mill (EXCL.)",7ee5b4ca-1a5e-3d26-8e79-0805a115e444,RNA,North America,UNIT_PROCESS,"This process was built to be used within the processes named ""Fuels burned at bleached kraft market pulp mill"", ""Fuels burned at uncoated freesheet paper mill"", ""Fuels burned at coated freesheet paper mill"", ""Fuels burned at uncoated mechanical paper mill"", ""Fuels burned at coated mechanical paper mill"" and ""Fuels burned at bag and sack paper mill"". It was built from the process named ""Residual fuel oil (RFO), combusted in industrial boiler"" v.1.6 available in the US LCI database. Transport and waste processes were removed. The following emissions to air were excluded (excl.): Sulfur oxidesand Nitrogen oxides. These processes and emissions are reported in pulp and paper mill process chain in which this process is integrated.
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,m3,3966.903455,1.208622323,1.651207514,7.28E-06,42.12099677,3948.645248,0.468019965,0.019258709,0,0,0,0,0,0,0,0,0,N/A,3966.903455,1.208622323,1.651207514,7.28E-06,42.12099677,3948.645248,0.468019965,0.019258709,41756.32,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1111: Oilseed and Grain Farming","11: Agriculture, Forestry, Fishing and Hunting",1111: Oilseed and Grain Farming,"Rice, at field",4c6eed4c-5f5e-30c7-8948-956c79c4806d,RNA,North America,UNIT_PROCESS,"Agricultural Crop Production, Harvested acres are 99% of the planted acres (1998-2000 US average).
The impacts of producing 1 kg of seed are assumed equal to those of producing 1kg of grain.
For Water, only consumptive use is taken into account (i.e. 60.7% of the total water consumption).
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,1.713957286,0.007836436,0.004246837,8.74E-10,0.177345881,0.242685504,0.044765965,0.000821936,0.028982347,6.27E-05,3.32E-06,4.32E-10,0.001332751,0.027426872,5.19E-05,3.47E-07,0.18036,MJ,0.18290397,0.001901581,0.000191578,3.39E-10,0.066653544,0.180115176,6.10E-05,4.07E-06,2.138346788,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,FALSE,N/A,0.4963,1.819,-1.05E-01,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,Roundwood sawlogs; softwood; green; at logyard; INW,8fbcd255-c08f-342c-ab90-c1902d8767dd,US,United States,UNIT_PROCESS,This unit process represents the processing of 1 cubic meter final products. This unit process begins with logs in the mill yard and includes: sorting and storage of logs; in-yard transportation of logs from the point of unloading to the deck. The process technologies are an aggregation of those applied in US Inland North West (INW).,1,m3,24.53856943,0.16446391,0.019906201,7.88E-08,5.704111215,24.21281196,0.006628966,0.000526243,1.776740355,0.003183612,0.000184145,2.97E-08,0.076932918,1.706192931,0.002288727,2.30E-05,14.73264,MJ,0.366440586,0.003920035,0.000402478,7.30E-10,0.13759645,0.362574463,5.50E-05,8.76E-06,4.207003632,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,380,188.594,691.093,-6.67E+02,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,Roundwood sawlogs; softwood; green; at logyard; NE-NC,12e5d835-6ce8-3bb7-a7b9-08d9bf19d43c,US,United States,UNIT_PROCESS,This unit process represents the processing of 1 cubic meter final products. This unit process begins with logs in the mill yard and includes: sorting and storage of logs; in-yard transportation of logs from the point of unloading to the deck. The process technologies are an aggregation of those applied in US North East North Central (NE-NC).,1,m3,27.95599761,0.226672625,0.025119652,7.83E-08,7.843345353,27.55826421,0.008618705,0.000586011,2.032155049,0.004167264,0.000202155,2.70E-08,0.070649709,1.875115442,0.005326,2.68E-05,12.924,MJ,3.015351809,0.033745316,0.003414196,6.06E-09,1.185298661,2.983196179,0.000522109,6.60E-05,35.02895008,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,380,188.594,691.093,-6.63E+02,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1133: Logging","11: Agriculture, Forestry, Fishing and Hunting",1133: Logging,Roundwood sawlogs; softwood; green; at logyard; PNW,f788d97e-6f5f-34b6-98d3-b104137429cb,US,United States,UNIT_PROCESS,This unit process represents the processing of 1 cubic meter final products. This unit process begins with logs in the mill yard and includes: sorting and storage of logs; in-yard transportation of logs from the point of unloading to the deck. The process technologies are an aggregation of those applied in US Pacific North West (PNW).,1,m3,22.68153998,0.169484089,0.019263207,5.62E-08,5.911318801,20.79591241,0.064708742,0.000895314,0.89774794,0.001608609,9.30E-05,1.50E-08,0.038872516,0.862101874,0.001156444,1.16E-05,7.444079928,MJ,1.349751485,0.015369194,0.001539616,2.69E-09,0.539150173,1.336885348,0.000179975,2.95E-05,15.31356894,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Wood,49.60%,TRUE,380,188.594,691.093,-6.68E+02,Gaussian,FALSE,FALSE,N/A,N/A
