USZIP,County,City,State,State_Code
15904,Cambria,Johnstown,Pennsylvania,PA
15905,Cambria,Johnstown,Pennsylvania,PA
15906,Cambria,Johnstown,Pennsylvania,PA
15909,Cambria,Johnstown,Pennsylvania,PA
43031,Licking,Johnstown,Ohio,OH
69214,Brown,Johnstown,Nebraska,NE
80534,Weld,Johnstown,Colorado,CO
62951,Williamson,Johnston city,Illinois,IL
29832,Edgefield,Johnston,South carolina,SC
50131,Polk,Johnston,Iowa,IA
12094,Rensselaer,Johnsonville,New york,NY
28326,Harnett,Johnsonville,North carolina,NC
29555,Florence,Johnsonville,South carolina,SC
62850,Wayne,Johnsonville,Illinois,IL
7846,Warren,Johnsonburg,New jersey,NJ
15845,Elk,Johnsonburg,Pennsylvania,PA
53038,Jefferson,Johnson creek,Wisconsin,WI
13790,Broome,Johnson city,New york,NY
37601,Washington,Johnson city,Tennessee,TN
37604,Washington,Johnson city,Tennessee,TN
37614,Washington,Johnson city,Tennessee,TN
78636,Blanco,Johnson city,Texas,TX
5656,Lamoille,Johnson,Vermont,VT
67855,Stanton,Johnson,Kansas,KS
68378,Nemaha,Johnson,Nebraska,NE
12843,Warren,Johnsburg,New york,NY
29455,Charleston,Johns island,South carolina,SC
97845,Grant,John day,Oregon,OR
49751,Otsego,Johannesburg,Michigan,MI
93528,Kern,Johannesburg,California,CA
15053,Washington,Joffre,Pennsylvania,PA
80822,Yuma,Joes,Colorado,CO
37080,Davidson,Joelton,Tennessee,TN
26674,Fayette,Jodie,West virginia,WV
8041,Burlington,Jobstown,New jersey,NJ
26296,Randolph,Job,West virginia,WV
41224,Martin,Job,Kentucky,KY
75954,Shelby,Joaquin,Texas,TX
29351,Laurens,Joanna,South carolina,SC
40336,Estill,Jinks,Kentucky,KY
18229,Carbon,Jim thorpe,Pennsylvania,PA
54748,Chippewa,Jim falls,Wisconsin,WI
89801,Elko,Jiggs,Nevada,NV
6351,New London,Jewett city,Connecticut,CT
12444,Greene,Jewett,New york,NY
43986,Harrison,Jewett,Ohio,OH
62436,Cumberland,Jewett,Illinois,IL
75846,Leon,Jewett,Texas,TX
24622,Tazewell,Jewell valley,Virginia,VA
31045,Warren,Jewell,Georgia,GA
50130,Hamilton,Jewell,Iowa,IA
67854,Hodgeman,Jetmore,Kansas,KS
23083,Amelia,Jetersville,Virginia,VA
73749,Alfalfa,Jet,Oklahoma,OK
31545,Wayne,Jesup,Georgia,GA
50648,Buchanan,Jesup,Iowa,IA
18434,Lackawanna,Jessup,Pennsylvania,PA
20794,Anne Arundel,Jessup,Maryland,MD
71949,Garland,Jessieville,Arkansas,AR
24849,Wyoming,Jesse,West virginia,WV
43747,Monroe,Jerusalem,Ohio,OH
72080,Van Buren,Jerusalem,Arkansas,AR
62052,Jersey,Jerseyville,Illinois,IL
77040,Harris,Jersey village,Texas,TX
17739,Lycoming,Jersey mills,Pennsylvania,PA
7302,Hudson,Jersey city,New jersey,NJ
7304,Hudson,Jersey city,New jersey,NJ
7305,Hudson,Jersey city,New jersey,NJ
7306,Hudson,Jersey city,New jersey,NJ
7307,Hudson,Jersey city,New jersey,NJ
7310,Hudson,Jersey city,New jersey,NJ
71651,Bradley,Jersey,Arkansas,AR
43437,Wood,Jerry city,Ohio,OH
44840,Ashland,Jeromesville,Ohio,OH
15937,Somerset,Jerome,Pennsylvania,PA
49249,Hillsdale,Jerome,Michigan,MI
62704,Sangamon,Jerome,Illinois,IL
65529,Phelps,Jerome,Missouri,MO
83338,Jerome,Jerome,Idaho,ID
86331,Yavapai,Jerome,Arizona,AZ
76459,Jack,Jermyn,Texas,TX
64756,Cedar,Jerico springs,Missouri,MO
5465,Chittenden,Jericho center,Vermont,VT
11753,Nassau,Jericho,New york,NY
29426,Charleston,Jericho,South carolina,SC
41826,Letcher,Jeremiah,Kentucky,KY
34957,Martin,Jensen beach,Florida,FL
84035,Uintah,Jensen,Utah,UT
21536,Garrett,Jennings,Maryland,MD
32053,Hamilton,Jennings,Florida,FL
63136,St. Louis,Jennings,Missouri,MO
67643,Decatur,Jennings,Kansas,KS
70546,Jefferson Davis Parish,Jennings,Louisiana,LA
74038,Pawnee,Jennings,Oklahoma,OK
15547,Somerset,Jennerstown,Pennsylvania,PA
15546,Somerset,Jenners,Pennsylvania,PA
95450,Sonoma,Jenner,California,CA
74037,Tulsa,Jenks,Oklahoma,OK
29065,Fairfield,Jenkinsville,South carolina,SC
30234,Butts,Jenkinsburg,Georgia,GA
56456,Crow Wing,Jenkins,Minnesota,MN
65605,Lawrence,Jenkins,Missouri,MO
24848,McDowell,Jenkinjones,West virginia,WV
49428,Ottawa,Jenison,Michigan,MI
45841,Hancock,Jenera,Ohio,OH
71342,La Salle Parish,Jena,Louisiana,LA
35085,Chilton,Jemison,Alabama,AL
87025,Sandoval,Jemez springs,New mexico,NM
87024,Sandoval,Jemez pueblo,New mexico,NM
82063,Albany,Jelm,Wyoming,WY
37762,Campbell,Jellico,Tennessee,TN
31527,Glynn,Jekyll island,Georgia,GA
82310,Fremont,Jeffrey city,Wyoming,WY
12748,Sullivan,Jeffersonville,New york,NY
31044,Twiggs,Jeffersonville,Georgia,GA
40337,Montgomery,Jeffersonville,Kentucky,KY
43128,Fayette,Jeffersonville,Ohio,OH
47130,Clark,Jeffersonville,Indiana,IN
40299,Jefferson,Jeffersontown,Kentucky,KY
22724,Culpeper,Jeffersonton,Virginia,VA
10535,Westchester,Jefferson valley,New york,NY
22303,Fairfax,Jefferson manor,Virginia,VA
37760,Jefferson,Jefferson city,Tennessee,TN
59638,Jefferson,Jefferson city,Montana,MT
65101,Cole,Jefferson city,Missouri,MO
65109,Cole,Jefferson city,Missouri,MO
1522,Worcester,Jefferson,Massachusetts,MA
3583,Coos,Jefferson,New hampshire,NH
4348,Lincoln,Jefferson,Maine,ME
12093,Schoharie,Jefferson,New york,NY
15344,Greene,Jefferson,Pennsylvania,PA
21755,Frederick,Jefferson,Maryland,MD
28640,Ashe,Jefferson,North carolina,NC
29718,Chesterfield,Jefferson,South carolina,SC
30549,Jackson,Jefferson,Georgia,GA
44047,Ashtabula,Jefferson,Ohio,OH
50129,Greene,Jefferson,Iowa,IA
53549,Jefferson,Jefferson,Wisconsin,WI
57038,Union,Jefferson,South dakota,SD
70121,Jefferson Parish,Jefferson,Louisiana,LA
72079,Jefferson,Jefferson,Arkansas,AR
80456,Park,Jefferson,Colorado,CO
97352,Marion,Jefferson,Oregon,OR
56145,Cottonwood,Jeffers,Minnesota,MN
41751,Perry,Jeff,Kentucky,KY
15644,Westmoreland,Jeannette,Pennsylvania,PA
70544,Iberia Parish,Jeanerette,Louisiana,LA
79528,Kent,Jayton,Texas,TX
39641,Lawrence,Jayess,Mississippi,MS
5859,Orleans,Jay peak,Vermont,VT
82219,Goshen,Jay em,Wyoming,WY
4239,Franklin,Jay,Maine,ME
12941,Essex,Jay,New york,NY
32565,Santa Rosa,Jay,Florida,FL
74346,Delaware,Jay,Oklahoma,OK
14083,Wyoming,Java village,New york,NY
14082,Wyoming,Java center,New york,NY
24565,Pittsylvania,Java,Virginia,VA
57452,Walworth,Java,South dakota,SD
14855,Steuben,Jasper,New york,NY
30143,Pickens,Jasper,Georgia,GA
32052,Hamilton,Jasper,Florida,FL
35501,Walker,Jasper,Alabama,AL
45642,Pike,Jasper,Ohio,OH
49248,Lenawee,Jasper,Michigan,MI
56144,Pipestone,Jasper,Minnesota,MN
64755,Jasper,Jasper,Missouri,MO
72641,Newton,Jasper,Arkansas,AR
47438,Greene,Jasonville,Indiana,IN
27947,Currituck,Jarvisburg,North carolina,NC
21084,Harford,Jarrettsville,Maryland,MD
76537,Williamson,Jarrell,Texas,TX
70749,Pointe Coupee Parish,Jarreau,Louisiana,LA
23867,Sussex,Jarratt,Virginia,VA
89826,Elko,Jarbidge,Nevada,NV
87023,Valencia,Jarales,New mexico,NM
68377,Jefferson,Jansen,Nebraska,NE
81082,Las Animas,Jansen,Colorado,CO
50647,Bremer,Janesville,Iowa,IA
53545,Rock,Janesville,Wisconsin,WI
53546,Rock,Janesville,Wisconsin,WI
56048,Waseca,Janesville,Minnesota,MN
96114,Lassen,Janesville,California,CA
26378,Lewis,Jane lew,West virginia,WV
64856,McDonald,Jane,Missouri,MO
91935,San Diego,Jamul,California,CA
18929,Bucks,Jamison,Pennsylvania,PA
97909,Malheur,Jamieson,Oregon,OR
13078,Onondaga,Jamesville,New york,NY
27846,Martin,Jamesville,North carolina,NC
2835,Newport,Jamestown,Rhode island,RI
14701,Chautauqua,Jamestown,New york,NY
27282,Guilford,Jamestown,North carolina,NC
38556,Fentress,Jamestown,Tennessee,TN
42629,Russell,Jamestown,Kentucky,KY
45335,Greene,Jamestown,Ohio,OH
46147,Boone,Jamestown,Indiana,IN
65046,Moniteau,Jamestown,Missouri,MO
66948,Cloud,Jamestown,Kansas,KS
71045,Bienville Parish,Jamestown,Louisiana,LA
80455,Boulder,Jamestown,Colorado,CO
87347,McKinley,Jamestown,New mexico,NM
95327,Tuolumne,Jamestown,California,CA
11947,Suffolk,Jamesport,New york,NY
64648,Daviess,Jamesport,Missouri,MO
64647,Daviess,Jameson,Missouri,MO
8831,Middlesex,Jamesburg,New jersey,NJ
16657,Huntingdon,James creek,Pennsylvania,PA
16734,Elk,James city,Pennsylvania,PA
2130,Suffolk,Jamaica plain,Massachusetts,MA
5343,Windham,Jamaica,Vermont,VT
11430,Queens,Jamaica,New york,NY
11432,Queens,Jamaica,New york,NY
11433,Queens,Jamaica,New york,NY
11434,Queens,Jamaica,New york,NY
11435,Queens,Jamaica,New york,NY
11436,Queens,Jamaica,New york,NY
23079,Middlesex,Jamaica,Virginia,VA
50128,Guthrie,Jamaica,Iowa,IA
88252,Lea,Jal,New mexico,NM
31761,Early,Jakin,Georgia,GA
3452,Cheshire,Jaffrey,New hampshire,NH
65501,Dent,Jadwin,Missouri,MO
91934,San Diego,Jacumba,California,CA
17407,York,Jacobus,Pennsylvania,PA
55752,Aitkin,Jacobson,Minnesota,MN
15448,Westmoreland,Jacobs creek,Pennsylvania,PA
62950,Jackson,Jacob,Illinois,IL
32212,Duval,Jacksonville n a,Florida,FL
32227,Duval,Jacksonville bea,Florida,FL
32250,Duval,Jacksonville bea,Florida,FL
5342,Windham,Jacksonville,Vermont,VT
21131,Baltimore,Jacksonville,Maryland,MD
28540,Onslow,Jacksonville,North carolina,NC
28546,Onslow,Jacksonville,North carolina,NC
31544,Telfair,Jacksonville,Georgia,GA
32202,Duval,Jacksonville,Florida,FL
32204,Duval,Jacksonville,Florida,FL
32205,Duval,Jacksonville,Florida,FL
32206,Duval,Jacksonville,Florida,FL
32207,Duval,Jacksonville,Florida,FL
32208,Duval,Jacksonville,Florida,FL
32209,Duval,Jacksonville,Florida,FL
32210,Duval,Jacksonville,Florida,FL
32211,Duval,Jacksonville,Florida,FL
32216,Duval,Jacksonville,Florida,FL
32217,Duval,Jacksonville,Florida,FL
32218,Duval,Jacksonville,Florida,FL
32219,Duval,Jacksonville,Florida,FL
32220,Duval,Jacksonville,Florida,FL
32221,Duval,Jacksonville,Florida,FL
32222,Duval,Jacksonville,Florida,FL
32223,Duval,Jacksonville,Florida,FL
32224,Duval,Jacksonville,Florida,FL
32225,Duval,Jacksonville,Florida,FL
32226,Duval,Jacksonville,Florida,FL
32244,Duval,Jacksonville,Florida,FL
32246,Duval,Jacksonville,Florida,FL
32254,Duval,Jacksonville,Florida,FL
32256,Duval,Jacksonville,Florida,FL
32257,Duval,Jacksonville,Florida,FL
32258,Duval,Jacksonville,Florida,FL
32259,St. Johns,Jacksonville,Florida,FL
36265,Calhoun,Jacksonville,Alabama,AL
45740,Athens,Jacksonville,Ohio,OH
65260,Randolph,Jacksonville,Missouri,MO
72099,Pulaski,Jacksonville,Arkansas,AR
75766,Cherokee,Jacksonville,Texas,TX
36861,Tallapoosa,Jacksons gap,Alabama,AL
72075,Jackson,Jacksonport,Arkansas,AR
26377,Wetzel,Jacksonburg,West virginia,WV
29452,Colleton,Jacksonboro,South carolina,SC
27281,Moore,Jackson springs,North carolina,NC
11372,Queens,Jackson heights,New york,NY
11373,Queens,Jackson heights,New york,NY
16133,Mercer,Jackson center,Pennsylvania,PA
45334,Shelby,Jackson center,Ohio,OH
44718,Stark,Jackson belden,Ohio,OH
3846,Carroll,Jackson,New hampshire,NH
8527,Ocean,Jackson,New jersey,NJ
18825,Susquehanna,Jackson,Pennsylvania,PA
27845,Northampton,Jackson,North carolina,NC
29831,Aiken,Jackson,South carolina,SC
30233,Butts,Jackson,Georgia,GA
36545,Clarke,Jackson,Alabama,AL
38301,Madison,Jackson,Tennessee,TN
38305,Madison,Jackson,Tennessee,TN
39201,Hinds,Jackson,Mississippi,MS
39202,Hinds,Jackson,Mississippi,MS
39203,Hinds,Jackson,Mississippi,MS
39204,Hinds,Jackson,Mississippi,MS
39206,Hinds,Jackson,Mississippi,MS
39209,Hinds,Jackson,Mississippi,MS
39210,Hinds,Jackson,Mississippi,MS
39211,Hinds,Jackson,Mississippi,MS
39212,Hinds,Jackson,Mississippi,MS
39213,Hinds,Jackson,Mississippi,MS
39216,Hinds,Jackson,Mississippi,MS
39269,Hinds,Jackson,Mississippi,MS
45640,Jackson,Jackson,Ohio,OH
49201,Jackson,Jackson,Michigan,MI
49202,Jackson,Jackson,Michigan,MI
49203,Jackson,Jackson,Michigan,MI
53037,Washington,Jackson,Wisconsin,WI
56143,Jackson,Jackson,Minnesota,MN
59736,Beaverhead,Jackson,Montana,MT
63755,Cape Girardeau,Jackson,Missouri,MO
68743,Dakota,Jackson,Nebraska,NE
95642,Amador,Jackson,California,CA
37757,Campbell,Jacksboro,Tennessee,TN
76458,Jack,Jacksboro,Texas,TX
38347,Chester,Jacks creek,Tennessee,TN
89825,Elko,Jackpot,Nevada,NV
4945,Somerset,Jackman,Maine,ME
41825,Letcher,Jackhorn,Kentucky,KY
36346,Coffee,Jack,Alabama,AL
77029,Harris,Jacinto city,Texas,TX
36910,Choctaw,Jachin,Alabama,AL
76522,Coryell,Izoro,Texas,TX
53036,Jefferson,Ixonia,Wisconsin,WI
6442,Middlesex,Ivoryton,Connecticut,CT
23866,Southampton,Ivor,Virginia,VA
84738,Washington,Ivins,Utah,UT
61851,Champaign,Ivesdale,Illinois,IL
41642,Floyd,Ivel,Kentucky,KY
24350,Wythe,Ivanhoe,Virginia,VA
28447,Sampson,Ivanhoe,North carolina,NC
56142,Lincoln,Ivanhoe,Minnesota,MN
75447,Fannin,Ivanhoe,Texas,TX
93235,Tulare,Ivanhoe,California,CA
29655,Anderson,Iva,South carolina,SC
38852,Tishomingo,Iuka,Mississippi,MS
42045,Livingston,Iuka,Kentucky,KY
62849,Marion,Iuka,Illinois,IL
67066,Pratt,Iuka,Kansas,KS
38941,Leflore,Itta bena,Mississippi,MS
14850,Tompkins,Ithaca college,New york,NY
48847,Gratiot,Ithaca,Michigan,MI
68033,Saunders,Ithaca,Nebraska,NE
60143,DuPage,Itasca,Illinois,IL
76055,Hill,Itasca,Texas,TX
76651,Ellis,Italy,Texas,TX
20645,Charles,Issue,Maryland,MD
98027,King,Issaquah,Washington,WA
41149,Elliott,Isonville,Kentucky,KY
41824,Letcher,Isom,Kentucky,KY
38754,Humphreys,Isola,Mississippi,MS
59336,Custer,Ismay,Montana,MT
11752,Suffolk,Islip terrace,New york,NY
11751,Suffolk,Islip,New york,NY
95641,Sacramento,Isleton,California,CA
87022,Bernalillo,Isleta,New mexico,NM
4646,Hancock,Islesford,Maine,ME
4848,Waldo,Islesboro,Maine,ME
29451,Charleston,Isle of palms,South carolina,SC
5463,Grand Isle,Isle la motte,Vermont,VT
4645,Knox,Isle au haut,Maine,ME
56342,Mille Lacs,Isle,Minnesota,MN
29929,Colleton,Islandton,South carolina,SC
5846,Essex,Island pond,Vermont,VT
11558,Nassau,Island park,New york,NY
83429,Fremont,Island park,Idaho,ID
60042,McHenry,Island lake,Illinois,IL
8732,Ocean,Island heights,New jersey,NJ
32654,Alachua,Island grove,Florida,FL
4747,Aroostook,Island falls,Maine,ME
42350,McLean,Island,Kentucky,KY
33036,Monroe,Islamorada,Florida,FL
8830,Middlesex,Iselin,New jersey,NJ
14743,Cattaraugus,Ischua,New york,NY
55040,Isanti,Isanti,Minnesota,MN
15447,Fayette,Isabella,Pennsylvania,PA
55607,Lake,Isabella,Minnesota,MN
65676,Ozark,Isabella,Missouri,MO
73747,Major,Isabella,Oklahoma,OK
57633,Dewey,Isabel,South dakota,SD
67065,Barber,Isabel,Kansas,KS
24846,McDowell,Isaban,West virginia,WV
31042,Wilkinson,Irwinton,Georgia,GA
91706,Los Angeles,Irwindale,California,CA
43029,Madison,Irwin,Ohio,OH
51446,Shelby,Irwin,Iowa,IA
83428,Bonneville,Irwin,Idaho,ID
16656,Clearfield,Irvona,Pennsylvania,PA
7111,Essex,Irvington,New jersey,NJ
10533,Westchester,Irvington,New york,NY
22480,Lancaster,Irvington,Virginia,VA
36544,Mobile,Irvington,Alabama,AL
40146,Breckinridge,Irvington,Kentucky,KY
62848,Washington,Irvington,Illinois,IL
14081,Erie,Irving,New york,NY
62051,Montgomery,Irving,Illinois,IL
75038,Dallas,Irving,Texas,TX
75039,Dallas,Irving,Texas,TX
75060,Dallas,Irving,Texas,TX
75061,Dallas,Irving,Texas,TX
75062,Dallas,Irving,Texas,TX
75063,Dallas,Irving,Texas,TX
16329,Warren,Irvine,Pennsylvania,PA
97844,Morrow,Irrigon,Oregon,OR
57353,Kingsbury,Iroquois,South dakota,SD
60945,Iroquois,Iroquois,Illinois,IL
49938,Gogebic,Ironwood,Michigan,MI
45638,Lawrence,Ironton,Ohio,OH
56455,Crow Wing,Ironton,Minnesota,MN
24087,Montgomery,Ironto,Virginia,VA
97908,Malheur,Ironside,Oregon,OR
49644,Lake,Irons,Michigan,MI
35210,Jefferson,Irondale,Alabama,AL
43932,Jefferson,Irondale,Ohio,OH
63648,Washington,Irondale,Missouri,MO
28080,Lincoln,Iron station,North carolina,NC
49935,Iron,Iron river,Michigan,MI
54847,Bayfield,Iron river,Wisconsin,WI
53035,Dodge,Iron ridge,Wisconsin,WI
49801,Dickinson,Iron mountain,Michigan,MI
49802,Dickinson,Iron mountain,Michigan,MI
63650,Iron,Iron mountain,Missouri,MO
24448,Alleghany,Iron gate,Virginia,VA
31759,Seminole,Iron city,Georgia,GA
38463,Wayne,Iron city,Tennessee,TN
54536,Iron,Iron belt,Wisconsin,WI
55751,St. Louis,Iron,Minnesota,MN
29063,Richland,Irmo,South carolina,SC
54442,Lincoln,Irma,Wisconsin,WI
51027,Sioux,Ireton,Iowa,IA
57037,Yankton,Irene,South dakota,SD
47545,Dubois,Ireland,Indiana,IN
76649,Bosque,Iredell,Texas,TX
5845,Orleans,Irasburg,Vermont,VT
79744,Pecos,Iraan,Texas,TX
48023,St. Clair,Ira,Michigan,MI
79527,Scurry,Ira,Texas,TX
1938,Essex,Ipswich,Massachusetts,MA
57451,Edmunds,Ipswich,South dakota,SD
61441,Fulton,Ipava,Illinois,IL
76367,Wichita,Iowa park,Texas,TX
95713,Placer,Iowa hill,California,CA
50126,Hardin,Iowa falls,Iowa,IA
52240,Johnson,Iowa city,Iowa,IA
52242,Johnson,Iowa city,Iowa,IA
52245,Johnson,Iowa city,Iowa,IA
52246,Johnson,Iowa city,Iowa,IA
70647,Calcasieu Parish,Iowa,Louisiana,LA
70543,Acadia Parish,Iota,Louisiana,LA
14475,Ontario,Ionia,New york,NY
48846,Ionia,Ionia,Michigan,MI
50645,Chickasaw,Ionia,Iowa,IA
65335,Benton,Ionia,Missouri,MO
66949,Jewell,Ionia,Kansas,KS
95640,Amador,Ione,California,CA
97843,Morrow,Ione,Oregon,OR
99139,Pend Oreille,Ione,Washington,WA
56141,Murray,Iona,Minnesota,MN
57542,Lyman,Iona,South dakota,SD
83427,Bonneville,Iona,Idaho,ID
54945,Waupaca,Iola,Wisconsin,WI
77861,Grimes,Iola,Texas,TX
25428,Berkeley,Inwood,West virginia,WV
46563,Marshall,Inwood,Indiana,IN
51240,Lyon,Inwood,Iowa,IA
34450,Citrus,Inverness,Florida,FL
34452,Citrus,Inverness,Florida,FL
34453,Citrus,Inverness,Florida,FL
38753,Sunflower,Inverness,Mississippi,MS
59530,Hill,Inverness,Montana,MT
94937,Marin,Inverness,California,CA
55076,Dakota,Inver grove heig,Minnesota,MN
55077,Dakota,Inver grove heig,Minnesota,MN
3845,Carroll,Intervale,New hampshire,NH
56649,Koochiching,International fa,Minnesota,MN
49643,Grand Traverse,Interlochen,Michigan,MI
14847,Seneca,Interlaken,New york,NY
32148,Putnam,Interlachen,Florida,FL
57750,Jackson,Interior,South dakota,SD
33848,Osceola,Intercession cit,Florida,FL
74036,Rogers,Inola,Oklahoma,OK
70747,Pointe Coupee Parish,Innis,Louisiana,LA
29349,Spartanburg,Inman,South carolina,SC
67546,McPherson,Inman,Kansas,KS
68742,Holt,Inman,Nebraska,NE
13360,Hamilton,Inlet,New york,NY
68954,Clay,Inland,Nebraska,NE
48141,Wayne,Inkster,Michigan,MI
83245,Bannock,Inkom,Idaho,ID
24597,Halifax,Ingram,Virginia,VA
54526,Rusk,Ingram,Wisconsin,WI
78025,Kerr,Ingram,Texas,TX
62434,Clay,Ingraham,Illinois,IL
59039,Rosebud,Ingomar,Montana,MT
34449,Levy,Inglis,Florida,FL
90301,Los Angeles,Inglewood,California,CA
90302,Los Angeles,Inglewood,California,CA
90303,Los Angeles,Inglewood,California,CA
90305,Los Angeles,Inglewood,California,CA
21644,Queen Annes,Ingleside,Maryland,MD
60041,Lake,Ingleside,Illinois,IL
78362,San Patricio,Ingleside,Texas,TX
46048,Madison,Ingalls,Indiana,IN
49848,Menominee,Ingalls,Michigan,MI
67853,Gray,Ingalls,Kansas,KS
71647,Bradley,Ingalls,Arkansas,AR
77968,Victoria,Inez,Texas,TX
15052,Beaver,Industry,Pennsylvania,PA
61440,McDonough,Industry,Illinois,IL
78944,Austin,Industry,Texas,TX
91744,Los Angeles,Industry,California,CA
25111,Clay,Indore,West virginia,WV
92203,Riverside,Indio,California,CA
34956,Martin,Indiantown,Florida,FL
15051,Allegheny,Indianola,Pennsylvania,PA
61850,Vermilion,Indianola,Illinois,IL
69034,Red Willow,Indianola,Nebraska,NE
74442,Pittsburg,Indianola,Oklahoma,OK
98342,Kitsap,Indianola,Washington,WA
46201,Marion,Indianapolis,Indiana,IN
46202,Marion,Indianapolis,Indiana,IN
46203,Marion,Indianapolis,Indiana,IN
46204,Marion,Indianapolis,Indiana,IN
46205,Marion,Indianapolis,Indiana,IN
46208,Marion,Indianapolis,Indiana,IN
46218,Marion,Indianapolis,Indiana,IN
46219,Marion,Indianapolis,Indiana,IN
46220,Marion,Indianapolis,Indiana,IN
46221,Marion,Indianapolis,Indiana,IN
46222,Marion,Indianapolis,Indiana,IN
46225,Marion,Indianapolis,Indiana,IN
15701,Indiana,Indiana,Pennsylvania,PA
86031,Navajo,Indian wells,Arizona,AZ
92210,Riverside,Indian wells,California,CA
24105,Floyd,Indian valley,Virginia,VA
83632,Adams,Indian valley,Idaho,ID
28079,Union,Indian trail,North carolina,NC
35124,Shelby,Indian springs,Alabama,AL
89018,Clark,Indian springs,Nevada,NV
32963,Indian River,Indian river sho,Florida,FL
49749,Cheboygan,Indian river,Michigan,MI
1151,Hampden,Indian orchard,Massachusetts,MA
23148,King and Queen,Indian neck,Virginia,VA
37079,Stewart,Indian mound,Tennessee,TN
24935,Summers,Indian mills,West virginia,WV
12842,Hamilton,Indian lake,New york,NY
80454,Jefferson,Indian hills,Colorado,CO
15446,Fayette,Indian head,Pennsylvania,PA
32937,Brevard,Indian harbor be,Florida,FL
99540,Anchorage Borough,Indian,Alaska,AK
32903,Brevard,Indialantic,Florida,FL
73552,Comanche,Indiahoma,Oklahoma,OK
98256,Snohomish,Index,Washington,WA
24348,Grayson,Independence,Virginia,VA
26374,Preston,Independence,West virginia,WV
41051,Kenton,Independence,Kentucky,KY
44131,Cuyahoga,Independence,Ohio,OH
48346,Oakland,Independence,Michigan,MI
48348,Oakland,Independence,Michigan,MI
50644,Buchanan,Independence,Iowa,IA
54747,Trempealeau,Independence,Wisconsin,WI
64050,Jackson,Independence,Missouri,MO
64052,Jackson,Independence,Missouri,MO
64053,Jackson,Independence,Missouri,MO
64055,Jackson,Independence,Missouri,MO
64056,Jackson,Independence,Missouri,MO
64057,Jackson,Independence,Missouri,MO
64058,Jackson,Independence,Missouri,MO
67301,Montgomery,Independence,Kansas,KS
70443,Tangipahoa Parish,Independence,Louisiana,LA
93526,Inyo,Independence,California,CA
97351,Polk,Independence,Oregon,OR
89451,Washoe,Incline village,Nevada,NV
99138,Ferry,Inchelium,Washington,WA
68952,Webster,Inavale,Nebraska,NE
62846,Jefferson,Ina,Illinois,IL
91932,San Diego,Imperial beach,California,CA
15126,Allegheny,Imperial,Pennsylvania,PA
69033,Chase,Imperial,Nebraska,NE
79743,Pecos,Imperial,Texas,TX
92251,Imperial,Imperial,California,CA
51645,Fremont,Imogene,Iowa,IA
97842,Wallowa,Imnaha,Oregon,OR
19345,Chester,Immaculata,Pennsylvania,PA
16655,Bedford,Imler,Pennsylvania,PA
48444,Lapeer,Imlay city,Michigan,MI
72434,Lawrence,Imboden,Arkansas,AR
97841,Union,Imbler,Oregon,OR
98624,Pacific,Ilwaco,Washington,WA
62539,Sangamon,Illiopolis,Illinois,IL
61259,Rock Island,Illinois city,Illinois,IL
13357,Herkimer,Ilion,New york,NY
80736,Logan,Iliff,Colorado,CO
24845,Wyoming,Ikes fork,West virginia,WV
21754,Frederick,Ijamsville,Maryland,MD
56140,Pipestone,Ihlen,Minnesota,MN
96047,Shasta,Igo,California,CA
81137,La Plata,Ignacio,Colorado,CO
99613,Bristol Bay Borough,Igiugig,Alaska,AK
92549,Riverside,Idyllwild,California,CA
97447,Douglas,Idleyld park,Oregon,OR
49642,Lake,Idlewild,Michigan,MI
35981,DeKalb,Ider,Alabama,AL
31041,Macon,Ideal,Georgia,GA
57541,Tripp,Ideal,South dakota,SD
47950,White,Idaville,Indiana,IN
97350,Linn,Idanha,Oregon,OR
26576,Marion,Idamay,West virginia,WV
79329,Lubbock,Idalou,Texas,TX
80452,Clear Creek,Idaho springs,Colorado,CO
83402,Bonneville,Idaho falls,Idaho,ID
83404,Bonneville,Idaho falls,Idaho,ID
83406,Bonneville,Idaho falls,Idaho,ID
83631,Boise,Idaho city,Idaho,ID
45661,Pike,Idaho,Ohio,OH
74745,McCurtain,Idabel,Oklahoma,OK
51445,Ida,Ida grove,Iowa,IA
48140,Monroe,Ida,Michigan,MI
71044,Caddo Parish,Ida,Louisiana,LA
17037,Perry,Ickesburg,Pennsylvania,PA
28666,Burke,Icard,North carolina,NC
70776,Iberville Parish,Iberville,Louisiana,LA
65486,Miller,Iberia,Missouri,MO
84034,Tooele,Ibapah,Utah,UT
64759,Barton,Iantha,Missouri,MO
24844,McDowell,Iaeger,West virginia,WV
35768,Jackson,Hytop,Alabama,AL
59038,Treasure,Hysham,Montana,MT
84319,Cache,Hyrum,Utah,UT
17738,Clinton,Hyner,Pennsylvania,PA
15545,Bedford,Hyndman,Pennsylvania,PA
